"Cloze: No 'Gerenciar filtros', as setas para cima e baixo permitem _____ a ordem dos filtros ativos.",Organizar/Movimentar.
Em qual cenário o sistema memoriza um filtro de cliente específico?,Quando o usuário filtra a tela e sai pelo botão vermelho 'Fechar'.
Qual elemento visual da grid é alterado ao editar o 'Gerenciar campos'?,As colunas.
Qual elemento visual da grid é alterado ao editar o 'Gerenciar filtros'?,As opções de busca/filtragem (filtros).
O que define a posição horizontal de uma coluna na tela?,Sua posição vertical na lista do lado direito da tela 'Gerenciar campos'.
O que acontece com os filtros salvos ao clicar em 'Restaurar'?,"Eles são removidos, voltando à configuração original do sistema."
Como o usuário pode saber quais filtros já estão aplicados à sua tela?,Observando a lista do lado direito na tela de 'Gerenciar filtros'.
Qual a utilidade das setas laterais na configuração da interface?,Incluir ou remover elementos (campos ou filtros) da visualização ativa.
Para que servem as setas verticais na configuração da interface?,Reordenar a sequência em que os elementos aparecem na tela.
O botão 'Restaurar' está presente em todas as telas?,O material afirma que ele existe em muitas telas do sistema.
Qual ação o botão 'Fechar' realiza em relação à tela inicial?,Ele encerra a tela atual e retorna o usuário ao início do sistema.
